paper_id,year,extraction_method,stage1_response,ethics_substantive,ethics_justification,input_tokens_s1,output_tokens_s1,stage2_response,ethics_theme,theme_justification,input_tokens_s2,output_tokens_s2
1907.12495,2019,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on memory-efficient Datalog query evaluation and ontology-based query answering, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on memory-efficient Datalog query evaluation and ontology-based query answering, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",1062,55,,,,0,0
1911.04766,2019,sections,"SCORE: 0
REASON: The paper is entirely focused on project scheduling optimization using constraint programming and metaheuristics, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is entirely focused on project scheduling optimization using constraint programming and metaheuristics, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",396,48,,,,0,0
1909.04309,2019,sections,"SCORE: 0
REASON: The paper focuses entirely on technical methods for synthesizing Boolean Networks to model biological systems, with no engagement with ethical concerns about fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical methods for synthesizing Boolean Networks to model biological systems, with no engagement with ethical concerns about fairness, harm, accountability, or governance.",941,46,,,,0,0
1911.01156,2019,missing,"SCORE: 0
REASON: No paper content was provided to evaluate for ethical engagement.",0,No paper content was provided to evaluate for ethical engagement.,167,23,,,,0,0
1903.08772,2019,sections,"SCORE: 0
REASON: The paper focuses entirely on technical architecture, interpretability, and performance considerations, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical architecture, interpretability, and performance considerations, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",956,47,,,,0,0
1911.00449,2019,sections,"SCORE: 0
REASON: The paper focuses entirely on technical clustering analysis and business marketing strategy, with no engagement with ethical concerns about fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical clustering analysis and business marketing strategy, with no engagement with ethical concerns about fairness, harm, accountability, or governance.",599,42,,,,0,0
1904.11694,2019,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of neural-symbolic architectures, logic learning, and generalization, with no substantive normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical aspects of neural-symbolic architectures, logic learning, and generalization, with no substantive normative engagement with fairness, harm, accountability, or governance.",1377,51,,,,0,0
2012.07827,2020,sections,"SCORE: 0
REASON: The paper is entirely focused on technical improvements to reinforcement learning skill discovery methods, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is entirely focused on technical improvements to reinforcement learning skill discovery methods, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1687,48,,,,0,0
2005.14664,2020,sections,"SCORE: 0
REASON: The paper is entirely focused on technical methods for automated mathematical conjecture generation using neural networks and has no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is entirely focused on technical methods for automated mathematical conjecture generation using neural networks and has no engagement with ethical concerns such as fairness, harm, accountability, or governance.",710,48,,,,0,0
2009.09263,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical methods for commonsense knowledge graph completion (embeddings, GNNs, inductive learning) with no normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical methods for commonsense knowledge graph completion (embeddings, GNNs, inductive learning) with no normative engagement with fairness, harm, accountability, or governance.",638,55,,,,0,0
2007.04933,2020,sections,"SCORE: 0
REASON: The paper focuses on software architecture design for social robotics, addressing technical concerns like extensibility, interoperability, and customizability, with no substantive normative engagement with fairness, harm, accountability, or justice.",0,"The paper focuses on software architecture design for social robotics, addressing technical concerns like extensibility, interoperability, and customizability, with no substantive normative engagement with fairness, harm, accountability, or justice.",404,58,,,,0,0
2008.05131,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical game AI challenges (round-based reasoning, weapon purchase prediction, sequence modeling) with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical game AI challenges (round-based reasoning, weapon purchase prediction, sequence modeling) with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance.",1095,53,,,,0,0
2011.09967,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical optimization of EV charging infrastructure placement using computational methods (genetic algorithms, optimal power flow), with no normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical optimization of EV charging infrastructure placement using computational methods (genetic algorithms, optimal power flow), with no normative engagement with fairness, harm, accountability, or governance concerns.",954,53,,,,0,0
2010.10724,2020,sections,"SCORE: 0
REASON: The paper mentions fairness, robustness, and trojan attacks only as application benchmarks for a discrete integration algorithm, treating them as technical problem instances rather than engaging with their normative or ethical dimensions.",0,"The paper mentions fairness, robustness, and trojan attacks only as application benchmarks for a discrete integration algorithm, treating them as technical problem instances rather than engaging with their normative or ethical dimensions.",1159,54,,,,0,0
2010.13482,2020,sections,"SCORE: 0
REASON: The paper is entirely focused on a mathematical formalization of ""understanding"" for AI and natural sciences, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is entirely focused on a mathematical formalization of ""understanding"" for AI and natural sciences, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1132,52,,,,0,0
2003.05856,2020,sections,"SCORE: 1
REASON: The Broader Impact section substantively engages with ethical concerns around fairness and harm, explicitly discussing how differential forgetting in healthcare AI could inequitably affect diagnostic accuracy across patient populations and calling for research at the intersection of continual learning and fairness before safe deployment.",1,"The Broader Impact section substantively engages with ethical concerns around fairness and harm, explicitly discussing how differential forgetting in healthcare AI could inequitably affect diagnostic accuracy across patient populations and calling for research at the intersection of continual learning and fairness before safe deployment.",885,66,"CATEGORY: A
REASON: The paper primarily focuses on technical machine learning methodology—specifically continual learning algorithms, catastrophic forgetting, and adaptation mechanisms—with ethics mentioned only briefly in the Broader Impact section as a secondary consideration around fairness and safety of deployment.",A,"The paper primarily focuses on technical machine learning methodology—specifically continual learning algorithms, catastrophic forgetting, and adaptation mechanisms—with ethics mentioned only briefly in the Broader Impact section as a secondary consideration around fairness and safety of deployment.",909,59
2012.04218,2020,sections,"SCORE: 0
REASON: The paper focuses on technical evaluation metrics for explainability in predictive process analytics, with no substantive engagement with normative ethical concerns like fairness, harm, accountability, or justice.",0,"The paper focuses on technical evaluation metrics for explainability in predictive process analytics, with no substantive engagement with normative ethical concerns like fairness, harm, accountability, or justice.",622,50,,,,0,0
2011.07751,2020,fallback_empty_sections,"SCORE: 0
REASON: This paper focuses on knowledge graph completion and embedding techniques, with no substantive engagement with AI ethics, fairness, harm, or governance concerns.",0,"This paper focuses on knowledge graph completion and embedding techniques, with no substantive engagement with AI ethics, fairness, harm, or governance concerns.",314,41,,,,0,0
2008.07372,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on optimization algorithms for car-sharing logistics (MIP formulations, heuristics, computational performance), with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on optimization algorithms for car-sharing logistics (MIP formulations, heuristics, computational performance), with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",663,57,,,,0,0
2007.05402,2020,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on optimizing financial portfolio performance metrics (Sharpe ratio, returns, risk diversification) with no substantive engagement with ethical concerns such as fairness, accountability, harm, or governance.",0,"The paper focuses entirely on optimizing financial portfolio performance metrics (Sharpe ratio, returns, risk diversification) with no substantive engagement with ethical concerns such as fairness, accountability, harm, or governance.",1762,55,,,,0,0
2001.04186,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of activity recognition, planning model generation, and dataset benchmarking, with no normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical aspects of activity recognition, planning model generation, and dataset benchmarking, with no normative engagement with fairness, harm, accountability, or governance concerns.",661,50,,,,0,0
2008.07971,2020,sections,"SCORE: 0
REASON: The mention of ""unfair driving behavior"" refers to technical racing etiquette (e.g., blocking or colliding with other cars) rather than any normative ethical concern about fairness, harm, or justice in a socially meaningful sense.",0,"The mention of ""unfair driving behavior"" refers to technical racing etiquette (e.g., blocking or colliding with other cars) rather than any normative ethical concern about fairness, harm, or justice in a socially meaningful sense.",533,63,,,,0,0
2010.11523,2020,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on Monte Carlo tree search adaptations for combinatorial optimization problems, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on Monte Carlo tree search adaptations for combinatorial optimization problems, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1397,52,,,,0,0
2008.06595,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on autonomous vehicle decision-making using deep reinforcement learning algorithms, with no engagement with ethical concerns such as fairness, accountability, or harm.",0,"The paper focuses entirely on autonomous vehicle decision-making using deep reinforcement learning algorithms, with no engagement with ethical concerns such as fairness, accountability, or harm.",370,45,,,,0,0
2012.05860,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical challenges of scalability and label sparsity in multi-label text classification, with no normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical challenges of scalability and label sparsity in multi-label text classification, with no normative engagement with fairness, harm, accountability, or governance concerns.",756,51,,,,0,0
2006.01473,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical optimization of drone scheduling (ILP formulation, greedy algorithms, graph-based routing) with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical optimization of drone scheduling (ILP formulation, greedy algorithms, graph-based routing) with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1323,59,,,,0,0
2006.08153,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical optimization of manufacturing quality control plans using decision support systems and case-based reasoning, with no normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical optimization of manufacturing quality control plans using decision support systems and case-based reasoning, with no normative engagement with fairness, harm, accountability, or governance concerns.",1345,51,,,,0,0
2012.15358,2020,sections,"SCORE: 0
REASON: The paper is a technical overview of data science methods for mechanical engineering applications with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is a technical overview of data science methods for mechanical engineering applications with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1263,46,,,,0,0
2011.09410,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on defining and testing human-level AI through language acquisition, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on defining and testing human-level AI through language acquisition, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",754,48,,,,0,0
2003.01848,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on emergent communication protocols and multi-agent reinforcement learning performance, with no normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses entirely on emergent communication protocols and multi-agent reinforcement learning performance, with no normative engagement with fairness, harm, accountability, or governance.",606,46,,,,0,0
2007.09300,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of developmental robotics simulation and generalization in machine learning, with no normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical aspects of developmental robotics simulation and generalization in machine learning, with no normative engagement with fairness, harm, accountability, or governance concerns.",788,48,,,,0,0
2011.12863,2020,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by critically examining whether European national AI strategies translate ethical and social concerns—such as human-centric design, accountability, trustworthy AI, and citizens' rights—into concrete governance and policy measures, reflecting genuine normative concern rather than merely technical treatment.",1,"The paper substantively engages with AI ethics by critically examining whether European national AI strategies translate ethical and social concerns—such as human-centric design, accountability, trustworthy AI, and citizens' rights—into concrete governance and policy measures, reflecting genuine normative concern rather than merely technical treatment.",1204,73,"CATEGORY: B
REASON: The paper primarily analyzes European national AI strategies, regulatory frameworks, oversight mechanisms, and institutional compliance with the EU's coordinated AI governance plan.",B,"The paper primarily analyzes European national AI strategies, regulatory frameworks, oversight mechanisms, and institutional compliance with the EU's coordinated AI governance plan.",1228,40
2009.00433,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical optimization of train dispatching using deep reinforcement learning, with no substantive engagement with normative ethical concerns such as fairness, accountability, or governance.",0,"The paper focuses entirely on technical optimization of train dispatching using deep reinforcement learning, with no substantive engagement with normative ethical concerns such as fairness, accountability, or governance.",1569,49,,,,0,0
2001.10953,2020,sections,"SCORE: 0
REASON: The paper mentions applications like bullying and violence detection but treats these only as technical motivations, with no substantive normative analysis of fairness, harm, accountability, or governance concerns.",0,"The paper mentions applications like bullying and violence detection but treats these only as technical motivations, with no substantive normative analysis of fairness, harm, accountability, or governance concerns.",637,50,,,,0,0
2001.02912,2020,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses on technical and pedagogical aspects of conversational search and lifelong learning, with no substantive normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses on technical and pedagogical aspects of conversational search and lifelong learning, with no substantive normative engagement with fairness, harm, accountability, or governance concerns.",661,49,,,,0,0
2004.12908,2020,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance metrics (forward/backward transfer, catastrophic forgetting) in lifelong machine learning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical performance metrics (forward/backward transfer, catastrophic forgetting) in lifelong machine learning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1249,57,,,,0,0
2010.03790,2020,sections,"SCORE: 0
REASON: The paper discusses reinforcement learning agents using commonsense knowledge graphs for game-playing, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper discusses reinforcement learning agents using commonsense knowledge graphs for game-playing, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",432,48,,,,0,0
2009.10236,2020,sections,"SCORE: 0
REASON: This paper is purely technical, focusing on formal theorems for Hybrid Answer Set Programming with no engagement with AI ethics, fairness, harm, accountability, or governance.",0,"This paper is purely technical, focusing on formal theorems for Hybrid Answer Set Programming with no engagement with AI ethics, fairness, harm, accountability, or governance.",323,46,,,,0,0
2007.09448,2020,sections,"SCORE: 0
REASON: The paper addresses interpretability and explainability in medical AI as a technical requirement, but does not engage with normative ethical concerns such as fairness, accountability, harm, or justice—only with improving model transparency as a functional/technical goal.",0,"The paper addresses interpretability and explainability in medical AI as a technical requirement, but does not engage with normative ethical concerns such as fairness, accountability, harm, or justice—only with improving model transparency as a functional/technical goal.",767,62,,,,0,0
2007.09450,2020,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on probabilistic models, Bayesian networks, and moment-based invariants with no engagement with normative ethical concerns such as fairness, harm, or accountability.",0,"The paper is purely technical, focusing on probabilistic models, Bayesian networks, and moment-based invariants with no engagement with normative ethical concerns such as fairness, harm, or accountability.",662,53,,,,0,0
2012.07172,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to neural network abstract reasoning capabilities, with no normative discussion of fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to neural network abstract reasoning capabilities, with no normative discussion of fairness, harm, accountability, or governance.",1541,42,,,,0,0
2004.13654,2020,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by addressing the normative concern of preventing AI agents from manipulating their own reward-learning processes to subvert human oversight and control, which directly relates to questions of AI safety, accountability, and aligned governance.",1,"The paper substantively engages with AI ethics by addressing the normative concern of preventing AI agents from manipulating their own reward-learning processes to subvert human oversight and control, which directly relates to questions of AI safety, accountability, and aligned governance.",709,63,"CATEGORY: A
REASON: The paper formalizes technical properties (unriggability and uninfluenceability) of reward-function learning processes and proposes algorithmic approaches to prevent AI agents from manipulating their own training signals, which is a technical AI safety concern.",A,"The paper formalizes technical properties (unriggability and uninfluenceability) of reward-function learning processes and proposes algorithmic approaches to prevent AI agents from manipulating their own training signals, which is a technical AI safety concern.",733,62
2009.03457,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical architecture and scalability challenges of conversational AI systems, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical architecture and scalability challenges of conversational AI systems, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1485,51,,,,0,0
2004.01098,2020,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on computational methods for multi-agent reinforcement learning with information state embeddings, performance bounds, and compression error metrics, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on computational methods for multi-agent reinforcement learning with information state embeddings, performance bounds, and compression error metrics, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1134,63,,,,0,0
2008.04589,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to sample efficiency and behavior space coverage in robotic learning, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to sample efficiency and behavior space coverage in robotic learning, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1124,51,,,,0,0
2012.12335,2020,sections,"SCORE: 0
REASON: The paper focuses on technical challenges of integrating automated planning with real-time execution systems, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses on technical challenges of integrating automated planning with real-time execution systems, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",507,50,,,,0,0
2004.00980,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical aspects of reinforcement learning action space design, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical aspects of reinforcement learning action space design, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1484,47,,,,0,0
2006.00417,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to reward estimation in dialog systems using variational methods, with no normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to reward estimation in dialog systems using variational methods, with no normative engagement with fairness, harm, accountability, or governance.",617,46,,,,0,0
2101.01067,2020,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on fuzzy logic and AHP (Analytic Hierarchy Process) mathematical methods for data classification, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on fuzzy logic and AHP (Analytic Hierarchy Process) mathematical methods for data classification, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",415,58,,,,0,0
2007.12904,2020,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to reinforcement learning from human preferences (efficiency, reward optimization, reducing human input costs) without substantively engaging with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to reinforcement learning from human preferences (efficiency, reward optimization, reducing human input costs) without substantively engaging with normative ethical concerns such as fairness, harm, accountability, or governance.",1632,58,,,,0,0
2004.12770,2020,sections,"SCORE: 0
REASON: The paper's mention of ""detection of biases in datasets"" is a single incidental remark, while the overall focus is on technical improvements to computational efficiency, interpretability, and performance metrics without substantive normative engagement with fairness, harm, or governance.",0,"The paper's mention of ""detection of biases in datasets"" is a single incidental remark, while the overall focus is on technical improvements to computational efficiency, interpretability, and performance metrics without substantive normative engagement with fairness, harm, or governance.",1281,66,,,,0,0
2003.00683,2020,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics through its focus on algorithmic fairness and discrimination prevention, citing foundational works on fairness (e.g., Dwork et al., Hardt et al., Kusner et al.) and referencing O'Neil's ""Weapons of Math Destruction,"" indicating genuine normative concern about bias and harm in automated decision-making systems.",1,"The paper substantively engages with AI ethics through its focus on algorithmic fairness and discrimination prevention, citing foundational works on fairness (e.g., Dwork et al., Hardt et al., Kusner et al.) and referencing O'Neil's ""Weapons of Math Destruction,"" indicating genuine normative concern about bias and harm in automated decision-making systems.",2149,94,"CATEGORY: A
REASON: The paper's references center on fairness metrics, discrimination-aware classification, bias mitigation toolkits, and algorithmic fairness frameworks, indicating a primarily technical ethics framing.",A,"The paper's references center on fairness metrics, discrimination-aware classification, bias mitigation toolkits, and algorithmic fairness frameworks, indicating a primarily technical ethics framing.",2173,48
2012.08622,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on ontology development for smart mobility and transportation systems, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on ontology development for smart mobility and transportation systems, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1305,47,,,,0,0
2012.08128,2020,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to entity alignment in knowledge graphs using embedding and neighborhood matching methods, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to entity alignment in knowledge graphs using embedding and neighborhood matching methods, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",955,50,,,,0,0
2003.00030,2020,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on reinforcement learning model accuracy, sample complexity, and policy optimization without any engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on reinforcement learning model accuracy, sample complexity, and policy optimization without any engagement with ethical concerns such as fairness, harm, accountability, or governance.",622,50,,,,0,0
2005.09331,2020,sections,"SCORE: 0
REASON: The paper focuses entirely on computational optimization of internship matching (complexity analysis, heuristic algorithms, LP encoding, and performance benchmarking) with no normative discussion of fairness, equity, accountability, or other ethical concerns.",0,"The paper focuses entirely on computational optimization of internship matching (complexity analysis, heuristic algorithms, LP encoding, and performance benchmarking) with no normative discussion of fairness, equity, accountability, or other ethical concerns.",737,59,,,,0,0
2009.14665,2020,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance improvements for connected autonomous vehicles using deep reinforcement learning and sensor fusion, with mentions of ""safety"" and ""mobility"" as engineering metrics rather than engaging with normative ethical concerns about fairness, accountability, harm, or governance.",0,"The paper focuses entirely on technical performance improvements for connected autonomous vehicles using deep reinforcement learning and sensor fusion, with mentions of ""safety"" and ""mobility"" as engineering metrics rather than engaging with normative ethical concerns about fairness, accountability, harm, or governance.",1013,65,,,,0,0
2110.05387,2021,sections,"SCORE: 0
REASON: The paper focuses entirely on technical development of a socialbot using commonsense reasoning and answer set programming, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical development of a socialbot using commonsense reasoning and answer set programming, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",790,51,,,,0,0
2103.00070,2021,sections,"SCORE: 0
REASON: The paper is a technical survey of zero-shot learning methods focused on external knowledge types, algorithms, and benchmarks, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is a technical survey of zero-shot learning methods focused on external knowledge types, algorithms, and benchmarks, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",748,56,,,,0,0
2103.04364,2021,sections,"SCORE: 0
REASON: The paper focuses entirely on technical verification and validation methods for autonomous vehicle safety, with no substantive engagement with normative ethical concerns such as fairness, accountability, or justice.",0,"The paper focuses entirely on technical verification and validation methods for autonomous vehicle safety, with no substantive engagement with normative ethical concerns such as fairness, accountability, or justice.",1338,47,,,,0,0
2106.09106,2021,sections,"SCORE: 0
REASON: The paper focuses on technical evaluation of whether explanations help humans predict AI misclassifications, framing human oversight as a performance problem rather than engaging with normative concerns about fairness, harm, accountability, or governance.",0,"The paper focuses on technical evaluation of whether explanations help humans predict AI misclassifications, framing human oversight as a performance problem rather than engaging with normative concerns about fairness, harm, accountability, or governance.",1219,57,,,,0,0
2110.07898,2021,sections,"SCORE: 0
REASON: The paper focuses on technical aspects of a clinical decision support system for respiratory monitoring, with no substantive normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses on technical aspects of a clinical decision support system for respiratory monitoring, with no substantive normative engagement with fairness, harm, accountability, or governance concerns.",465,47,,,,0,0
2105.05330,2021,sections,"SCORE: 0
REASON: The paper's conclusion focuses entirely on technical progress in neuro-symbolic AI and its potential toward human-level intelligence, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper's conclusion focuses entirely on technical progress in neuro-symbolic AI and its potential toward human-level intelligence, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",346,56,,,,0,0
2109.08006,2021,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical properties of AI systems (interpretability, generalizability, robustness) in the context of algorithmic reasoning and question answering, with no substantive normative engagement with fairness, harm, accountability, justice, or governance.",0,"The paper focuses entirely on technical properties of AI systems (interpretability, generalizability, robustness) in the context of algorithmic reasoning and question answering, with no substantive normative engagement with fairness, harm, accountability, justice, or governance.",1966,66,,,,0,0
2110.07710,2021,sections,"SCORE: 0
REASON: The paper focuses on technical regulatory compliance checking (GDPR enforcement via formal logic tools) as an engineering/legal automation problem, without substantive normative engagement with fairness, harm, justice, or accountability as ethical concerns.",0,"The paper focuses on technical regulatory compliance checking (GDPR enforcement via formal logic tools) as an engineering/legal automation problem, without substantive normative engagement with fairness, harm, justice, or accountability as ethical concerns.",1441,58,,,,0,0
2102.07548,2021,sections,"SCORE: 0
REASON: The paper focuses on AI-driven game personalization and player-centered frameworks, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses on AI-driven game personalization and player-centered frameworks, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",474,48,,,,0,0
2103.14023,2021,sections,"SCORE: 0
REASON: The paper focuses entirely on technical trajectory prediction for multi-agent systems with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical trajectory prediction for multi-agent systems with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",309,45,,,,0,0
2102.00572,2021,sections,"SCORE: 0
REASON: The paper focuses on technical aspects of reinforcement learning algorithms grounded in cognitive theories (connectionism vs. LOTH), with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance.",0,"The paper focuses on technical aspects of reinforcement learning algorithms grounded in cognitive theories (connectionism vs. LOTH), with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance.",412,56,,,,0,0
2103.10844,2021,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses on terminological clarification and taxonomy of autonomous driving concepts, with only incidental mention of legal uncertainty and user understanding rather than substantive normative engagement with fairness, harm, accountability, or justice.",0,"The paper focuses on terminological clarification and taxonomy of autonomous driving concepts, with only incidental mention of legal uncertainty and user understanding rather than substantive normative engagement with fairness, harm, accountability, or justice.",798,56,,,,0,0
2106.04984,2021,fallback_empty_sections,"SCORE: 0
REASON: The paper's references to ""societal regulations"" and ""constraints"" are purely technical framing for control/monitoring systems, with no substantive normative engagement with fairness, harm, accountability, or governance.",0,"The paper's references to ""societal regulations"" and ""constraints"" are purely technical framing for control/monitoring systems, with no substantive normative engagement with fairness, harm, accountability, or governance.",281,55,,,,0,0
2104.12278,2021,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by addressing socially responsible AI, risks of oppression, fairness concerns embedded in data and algorithmic design, and the need for causal understanding to achieve ethical outcomes—going well beyond technical framing.",1,"The paper substantively engages with AI ethics by addressing socially responsible AI, risks of oppression, fairness concerns embedded in data and algorithmic design, and the need for causal understanding to achieve ethical outcomes—going well beyond technical framing.",511,63,"CATEGORY: A
REASON: The paper primarily frames AI ethics through technical concerns such as fairness metrics, data generating processes, causal relations, and algorithmic formalization rather than governance structures or systemic justice issues.",A,"The paper primarily frames AI ethics through technical concerns such as fairness metrics, data generating processes, causal relations, and algorithmic formalization rather than governance structures or systemic justice issues.",535,49
